Job Title,Role,Level,Years of Experience,Company,Location,Salary Range,Required Skills,Source Platform,Job Link
PHP Developer,,,4 - 6 Năm,Công ty TNHH TMDV Sports Turf Solutions,Hồ Chí Minh,20 Tr - 25 Tr VND,"Python, JavaScript, HTML, CSS, PHP, AWS, Laravel, MySQL, Restful API, GitHub, Bitbucket, WordPress, ERP",Careerviet,https://careerviet.vn/vi/tim-viec-lam/php-developer.35C227E5.html
Sales B2B - Software,,,Trên 3 Năm,CÔNG TY TNHH TƯ VẤN GIẢI PHÁP DOANH NGHIỆP TPC,Hồ Chí Minh,Lên đến 40 Tr VND,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/sales-b2b-software.35C227DF.html
Head of Engineering,,,7 - 10 Năm,Indo Trans Logistics,Hồ Chí Minh,Cạnh tranh,".NET, Docker, Kubernetes, AWS, Azure, GCP, ElasticSearch, Jenkins, CI/CD, Terraform, Ansible, AI, Agile, Load Balancing, Microservices",Careerviet,https://careerviet.vn/vi/tim-viec-lam/head-of-engineering.35C22577.html
Product Manager(Mới),,,3 - 5 Năm,UrBox - Công ty Cổ phần Tiếp Thị Số Tô Quà,Hồ Chí Minh,30 Tr - 50 Tr VND,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/product-manager.35C27D71.html
Product Manager,,,,CareerViet,Hồ Chí Minh,Cạnh tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/product-manager.35C21DEE.html
Senior Business Analyst Technical,,,3 Năm,Công ty Cổ phần Sữa VitaDairy Việt Nam,Hồ Chí Minh,Cạnh tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/senior-business-analyst-technical.35C26E54.html
Data Analyst(Mới),,,2 - 5 Năm,CÔNG TY TNHH GIAO NHẬN THƯƠNG MẠI RỒNG Á CHÂU,Hồ Chí Minh,Cạnh tranh,"Python, Power BI, Qlik, Excel, MS Excel",Careerviet,https://careerviet.vn/vi/tim-viec-lam/data-analyst.35C27B7B.html
C&B Senior- Chuyên viên tiền lương & phúc lợi(Mới),,,2 - 10 Năm,Red Star Technology Company,Hồ Chí Minh,15 Tr - 40 Tr VND,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/c-b-senior-chuyen-vien-tien-luong-phuc-loi.35C27B54.html
Power Platform Developer(Mới),,,2 - 5 Năm,Công Ty TNHH Thương Mại Dịch Vụ  Giao Nhận Vận Tải Long Phú,Hồ Chí Minh,Cạnh tranh,Azure,Careerviet,https://careerviet.vn/vi/tim-viec-lam/power-platform-developer.35C27AE6.html
Software Engineer(Mới),,,,Công ty TNHH Greystone Data Systems Việt Nam,Hồ Chí Minh,10 Tr - 25 Tr VND,"Python, Linux",Careerviet,https://careerviet.vn/vi/tim-viec-lam/software-engineer.35C27B01.html
"IT Application Analyst (SHTP - District 9, HCMC)(Mới)",,,,Techtronic Industries Vietnam Manufacturing Company Limited,Hồ Chí Minh,Cạnh tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/it-application-analyst-shtp-district-9-hcmc.35C27A16.html
Senior Backend Engineer(Mới),,,3 - 10 Năm,Medigo Software,Hồ Chí Minh,"1,000 - 1,500 USD","SQL, NodeJS, AWS, TypeScript",Careerviet,https://careerviet.vn/vi/tim-viec-lam/senior-backend-engineer.35C279D2.html
Application Developer,,,Trên 5 Năm,Masan Consumer,Hồ Chí Minh,Cạnh tranh,"SQL, JavaScript, HTML, CSS, React, Android, iOS",Careerviet,https://careerviet.vn/vi/tim-viec-lam/application-developer.35C24D69.html
Kỹ sư hệ thống (System Owner)(Mới),,,Trên 1 Năm,Công ty TNHH Viettel - CHT,Hà NộiHồ Chí Minh,Cạnh tranh,"Python, Docker, Kubernetes, Linux, Bash, TensorFlow, Keras, PyTorch, Machine Learning, Deep Learning, AI, VMware",Careerviet,https://careerviet.vn/vi/tim-viec-lam/ky-su-he-thong-system-owner.35C27900.html
System Engineer,,,2 - 5 Năm,CÔNG TY TNHH SKYLAB INNOGRAM VIỆT NAM,Hồ Chí Minh,Cạnh tranh,"Python, Kubernetes, AWS, Azure, MySQL, ElasticSearch, Terraform, Ansible, Linux, Bash, Agile, VMware, Kafka, Nginx",Careerviet,https://careerviet.vn/vi/tim-viec-lam/system-engineer.35C2655F.html
DevOps Engineer,,,,CÔNG TY TNHH SKYLAB INNOGRAM VIỆT NAM,Hồ Chí Minh,Cạnh tranh,"Python, Docker, Kubernetes, AWS, Azure, Jenkins, Git, CI/CD, Ansible, Linux, JIRA, TCP/IP, Load Balancing",Careerviet,https://careerviet.vn/vi/tim-viec-lam/devops-engineer.35C26559.html
"FrontEnd Developer (ReactJS, VueJS, HTML)",,,2 - 3 Năm,Công ty TNHH Nasys,Hồ Chí Minh,10 Tr - 16 Tr VND,"JavaScript, HTML, HTML5, CSS, CSS3, AJAX, Tailwind CSS, PHP, Angular, TypeScript, Bootstrap, Sass, Laravel, UI/UX",Careerviet,https://careerviet.vn/vi/tim-viec-lam/frontend-developer-reactjs-vuejs-html.35C274AE.html
Product Owner,,,,CareerViet,Hồ Chí Minh,Cạnh tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/product-owner.35C1D9A5.html
Backend Developer (Java),,,,"HD SAISON Finance Co., Ltd",Hồ Chí Minh,Cạnh tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/backend-developer-java.35C2745B.html
Senior Product Owner,,,3 - 6 Năm,UrBox - Công ty Cổ phần Tiếp Thị Số Tô Quà,Hồ Chí Minh,Cạnh tranh,Figma,Careerviet,https://careerviet.vn/vi/tim-viec-lam/senior-product-owner.35C272DD.html
Product Business Analysis (Edutech),,,1 - 2 Năm,OMN1 Solution,Hồ Chí Minh,Cạnh Tranh,Agile,Careerviet,https://careerviet.vn/vi/tim-viec-lam/product-business-analysis-edutech.35C1C10B.html
Chuyên Viên Vận Hành Hệ Thống - Tài Chính & Chi Phí (ITBP Finance & Costing Specialist),,,,BETRIMEX - Công Ty Cổ Phần Xuất Nhập Khẩu Bến Tre,Hồ Chí Minh,Cạnh Tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-van-hanh-he-thong-tai-chinh-chi-phi-itbp-finance-costing-specialist.35C21DCF.html
DevOps & Security Manager,,,5 - 9 Năm,DatVietVAC Group Holdings,Hồ Chí Minh,Cạnh Tranh,"Python, Docker, Kubernetes, AWS, Azure, Git, CI/CD, Terraform, Ansible, Chef, Puppet, Linux, Unix, Agile, Scrum, Kanban, VMware, TCP/IP, Firewall",Careerviet,https://careerviet.vn/vi/tim-viec-lam/devops-security-manager.35C1BD4B.html
SAP FICO CONSULTANT,,,Trên 2 Năm,CÔNG TY CỔ PHẦN CÔNG NGHỆ CITEK,Hồ Chí MinhHà Nội,Cạnh Tranh,"SAP, ERP",Careerviet,https://careerviet.vn/vi/tim-viec-lam/sap-fico-consultant.35C1BC92.html
Chuyên viên ERP - Chuyển Đổi Số,,,2 - 3 Năm,Công Ty Cổ Phần Xây Dựng Phước Thành,Hồ Chí Minh,20 Tr - 25 Tr VND,"Big Data, Machine Learning, AI, ERP, Business Intelligence",Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-erp-chuyen-doi-so.35C261E5.html
DMS System Admin,,,1 - 3 Năm,CÔNG TY TNHH GLOBAL COMMERCIAL PARTNER,Hồ Chí Minh,11 Tr - 14 Tr VND,"Tableau, Power BI, Excel",Careerviet,https://careerviet.vn/vi/tim-viec-lam/dms-system-admin.35C1FE10.html
Senior Business Analyst,,,3 - 8 Năm,CÔNG TY TNHH CÔNG NGHỆ B2B,Hồ Chí Minh,"800 - 1,000 USD","Data analysis, Analysis, JIRA, Confluence, Agile",Careerviet,https://careerviet.vn/vi/tim-viec-lam/senior-business-analyst.35C1FBB1.html
Fullstack Engineer (senior level)(Mới),,,Trên 5 Năm,Diag,Hồ Chí Minh,60 Tr - 80 Tr VND,"SQL, JavaScript, HTML, CSS, PHP, Laravel, PostgreSQL, MySQL, Git, CI/CD, Kafka, Apache",Careerviet,https://careerviet.vn/vi/tim-viec-lam/fullstack-engineer-senior-level.35C28025.html
Chuyên Viên IT Phần Mềm(Mới),,,1 - 3 Năm,Công Ty TNHH May Thêu Giày An Phước,Hồ Chí Minh,15 Tr - 25 Tr VND,"SQL, CSS, React, .NET, Angular, Bootstrap, UI/UX, Swift",Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-it-phan-mem.35C27FD8.html
Senior Solution Consultant(Mới),,,3 - 5 Năm,HR Vietnam’s ESS Client,Hồ Chí Minh,40 Tr - 50 Tr VND,AWS,Careerviet,https://careerviet.vn/vi/tim-viec-lam/senior-solution-consultant.35C27ECA.html
Software Detailed Design Engineer - Business Analyst (Sign-on Bonus)(Mới),,,3 - 5 Năm,Công Ty TNHH Lampart,Hồ Chí Minh,Cạnh Tranh,"Java, SQL, PHP, Agile",Careerviet,https://careerviet.vn/vi/tim-viec-lam/software-detailed-design-engineer-business-analyst-sign-on-bonus.35C27E8A.html
Business Analyst(Mới),,,4 - 7 Năm,Công ty TNHH TMDV Sports Turf Solutions,Hồ Chí Minh,18 Tr - 25 Tr VND,"Power BI, Excel, Data analysis, Analysis",Careerviet,https://careerviet.vn/vi/tim-viec-lam/business-analyst.35C27DE6.html
System Engineer (Kỹ sư triển khai hệ thống),,,Trên 2 Năm,Công ty Cổ phần Công nghệ - Viễn thông Elcom,Hồ Chí Minh,Cạnh Tranh,"Linux, VMware",Careerviet,https://careerviet.vn/vi/tim-viec-lam/system-engineer-ky-su-trien-khai-he-thong.35C2281E.html
Senior Data Analyst,,,4 - 5 Năm,Công Ty CP Vàng Bạc Đá Quý Phú Nhuận - PNJ,Hồ Chí Minh,Cạnh Tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/senior-data-analyst.35C22776.html
Junior M365 Engineer,,,Trên 1 Năm,SPS Vietnam,Hồ Chí Minh,Cạnh Tranh,"Azure, AI",Careerviet,https://careerviet.vn/vi/tim-viec-lam/junior-m365-engineer.35C22649.html
[H4] CHUYÊN VIÊN QUẢN TRỊ HỆ THỐNG MẠNG - THU NHẬP 12 - 14TR,,,1 - 2 Năm,BellSystem24-Việt Nam,Hồ Chí Minh,12 Tr - 14 Tr VND,"AWS, Linux, VMware, TCP/IP",Careerviet,https://careerviet.vn/vi/tim-viec-lam/h4-chuyen-vien-quan-tri-he-thong-mang-thu-nhap-12-14tr.35C22701.html
Electronics Technical Support Team Leader (Automotive),,,4 - 10 Năm,CÔNG TY TNHH CARTRACK VIETNAM,Hồ Chí Minh,Cạnh Tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/electronics-technical-support-team-leader-automotive.35C226E9.html
Head of Data Architecture & Governance Department,,,10 - 15 Năm,FE CREDIT,Hồ Chí Minh,Cạnh Tranh,"SQL, Analysis, JIRA",Careerviet,https://careerviet.vn/vi/tim-viec-lam/head-of-data-architecture-governance-department.35C225C1.html
Senior Java Developer,,,4 - 5 Năm,HR Vietnam’s ESS Client,Hồ Chí Minh,Cạnh Tranh,"Java, Docker, AWS, Spring, Redis, Ansible, Agile, Kafka",Careerviet,https://careerviet.vn/vi/tim-viec-lam/senior-java-developer.35C244EB.html
QC/ Tester (Kinh nghiệm Manual lẫn Auto),,,2 - 4 Năm,CÔNG TY TNHH CÔNG NGHỆ THỂ THAO OOKK,Hồ Chí Minh,Cạnh Tranh,"SQL, Docker, CI/CD",Careerviet,https://careerviet.vn/vi/tim-viec-lam/qc-tester-kinh-nghiem-manual-lan-auto.35C24610.html
ERP/ SAP Application Support Supervisor (Business Information Services),,,2 - 5 Năm,Zuellig Pharma Viet Nam,Hồ Chí Minh,Cạnh Tranh,"SAP, ERP",Careerviet,https://careerviet.vn/vi/tim-viec-lam/erp-sap-application-support-supervisor-business-information-services.35C2467E.html
Senior Data Analyst,,,Trên 3 Năm,CÔNG TY TNHH ANTSOMI VIỆT NAM,Hồ Chí Minh,18 Tr - 22 Tr VND,"Python, SQL, Power BI, Data analysis, Data science, Statistics, Analysis, Machine Learning",Careerviet,https://careerviet.vn/vi/tim-viec-lam/senior-data-analyst.35C245DA.html
Senior Java Developer - Hanoi/HoChiMinh - TA160,,,3 - 7 Năm,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà NộiHồ Chí Minh,Cạnh Tranh,"Java, SQL, Kubernetes, Angular, Spring, SOAP, Git, JIRA",Careerviet,https://careerviet.vn/vi/tim-viec-lam/senior-java-developer-hanoi-hochiminh-ta160.35C244D0.html
Chuyên Viên Vận Hành POS - HCM - TA083,,,1 - 2 Năm,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hồ Chí Minh,Cạnh Tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-van-hanh-pos-hcm-ta083.35C24700.html
Technical Architect,,,,"HD SAISON Finance Co., Ltd",Hồ Chí Minh,Cạnh Tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/technical-architect.35C2477F.html
Business Development Executive,,,1 - 2 Năm,Vietmap - Công ty Cổ phần Ứng Dụng Bản Đồ Việt,Hà NộiHồ Chí Minh,12 Tr - 25 Tr VND,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/business-development-executive.35C25C96.html
PRESALES ENGINEER,,,Trên 2 Năm,CÔNG TY CP THƯƠNG MẠI - DỊCH VỤ SAO NAM AN,Hồ Chí Minh,13 Tr - 20 Tr VND,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/presales-engineer.35C25C9B.html
Hybrid Mobile Engineer,,,5 - 20 Năm,Adnovum Vietnam,Hồ Chí Minh,Cạnh Tranh,"Java, JavaScript, HTML, CSS, Spring, Android, Cordova",Careerviet,https://careerviet.vn/vi/tim-viec-lam/hybrid-mobile-engineer.35C25B99.html
[C15] Gò Vấp - Tổng Đài Viên Cho Mạng Vinaphone Không Yêu Cầu Kinh Nghiệm,,,,BellSystem24-Việt Nam,Hồ Chí Minh,6 Tr - 8 Tr VND,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/c15-go-vap-tong-dai-vien-cho-mang-vinaphone-khong-yeu-cau-kinh-nghiem.35C25CE7.html
Software Development - Integration Technology (ESB),,,3 - 6 Năm,FE CREDIT,Hồ Chí Minh,"1,000 - 1,800 USD","SQL, MongoDB, AWS, Git, CI/CD, Linux, Agile",Careerviet,https://careerviet.vn/vi/tim-viec-lam/software-development-integration-technology-esb.35C25D5C.html
Cộng tác viên Giám sát an ninh thông tin,,,,Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,Cạnh tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/cong-tac-vien-giam-sat-an-ninh-thong-tin.35C21E1B.html
Chuyên viên cao cấp Phân tích cảnh báo sớm và Giám sát hệ thống,,,3 - 5 Năm,Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,Cạnh tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-phan-tich-canh-bao-som-va-giam-sat-he-thong.35C21E1A.html
SAP Master Data Specialist,,,5 - 10 Năm,Công Ty TNHH PMAS,Bình Dương,Cạnh tranh,SAP,Careerviet,https://careerviet.vn/vi/tim-viec-lam/sap-master-data-specialist.35C27219.html
Chuyên viên chính Ứng phó sự cố An ninh thông tin (Incident Response),,,Trên 2 Năm,Ngân hàng Thương mại cổ phần Đông Nam Á (SeABank),Hà Nội,Cạnh tranh,"MySQL, Linux, Unix, Networking, TCP/IP, Firewall, Apache, IIS",Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-chinh-ung-pho-su-co-an-ninh-thong-tin-incident-response.35C1BE38.html
Văn phòng chuyển đổi_Truởng phòng Quản lý sáng kiến,,,Trên 4 Năm,Ngân hàng TMCP Lộc Phát Việt Nam (LPBank),Hà Nội,Cạnh tranh,Excel,Careerviet,https://careerviet.vn/vi/tim-viec-lam/van-phong-chuyen-doi_truong-phong-quan-ly-sang-kien.35C21847.html
Chuyên viên cao cấp Quản lý Rủi ro Công nghệ thông tin,,,3 - 5 Năm,Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,Cạnh tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-quan-ly-rui-ro-cong-nghe-thong-tin.35C21A66.html
Chuyên viên Product designer (UI/UX),,,1 - 2 Năm,Công ty Cổ phần Masscom Việt Nam,Hà Nội,12 Tr - 15 Tr VND,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-product-designer-ui-ux.35C2196A.html
Cộng tác viên Giám sát an ninh thông tin,,,,Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,Cạnh tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/cong-tac-vien-giam-sat-an-ninh-thong-tin.35C1BBC3.html
DevOps & Security Manager,,,5 - 9 Năm,DatVietVAC Group Holdings,Hồ Chí Minh,Cạnh tranh,"Python, Docker, Kubernetes, AWS, Azure, Git, CI/CD, Terraform, Ansible, Chef, Puppet, Linux, Unix, Agile, Scrum, Kanban, VMware, TCP/IP, Firewall",Careerviet,https://careerviet.vn/vi/tim-viec-lam/devops-security-manager.35C1BD4B.html
SAP FICO CONSULTANT,,,Trên 2 Năm,CÔNG TY CỔ PHẦN CÔNG NGHỆ CITEK,Hồ Chí MinhHà Nội,Cạnh tranh,"SAP, ERP",Careerviet,https://careerviet.vn/vi/tim-viec-lam/sap-fico-consultant.35C1BC92.html
Chuyên viên chính/cao cấp phân tích dữ liệu nâng cao (Advanced Analytics),,,2 - 5 Năm,Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,Cạnh tranh,"Python, Docker, Kubernetes, Hadoop, Spark, Kafka",Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-chinh-cao-cap-phan-tich-du-lieu-nang-cao-advanced-analytics.35C1BB81.html
Chuyên viên trực giám sát an ninh thông tin,,,1 - 2 Năm,Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,Cạnh tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-truc-giam-sat-an-ninh-thong-tin.35C1BB8E.html
Chuyên viên cao cấp Giám sát An ninh (SOC 2),,,3 - 5 Năm,Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,Cạnh tranh,Linux,Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-giam-sat-an-ninh-soc-2.35C1BB21.html
"Lập Trình Viên Java (Einvoice, Econtract, CA)",,,2 - 3 Năm,Công Ty Cổ Phần Giải Pháp Thanh Toán Việt Nam (VNPAY),Hà Nội,15 Tr - 35 Tr VND,"Python, Java, MongoDB, Docker, PostgreSQL, MySQL, Redis, ElasticSearch, Restful API, Linux, TCP/IP, Kafka, RabbitMQ, Nginx",Careerviet,https://careerviet.vn/vi/tim-viec-lam/lap-trinh-vien-java-einvoice-econtract-ca.35C1BCC9.html
Kỹ Sư Triển Khai Kỹ Thuật (HAN),,,,Bảo mật,Hà Nội,14 Tr - 24 Tr VND,"Java, SQL, JavaScript, HTML, CSS",Careerviet,https://careerviet.vn/vi/tim-viec-lam/ky-su-trien-khai-ky-thuat-han.35C216D4.html
SAP FICO Specialist,,,Trên 2 Năm,Wipro Consumer Care Vietnam,Bình Dương,Cạnh tranh,SAP,Careerviet,https://careerviet.vn/vi/tim-viec-lam/sap-fico-specialist.35C21674.html
Chuyên Gia Hoạch Định Dữ Liệu,,,Trên 5 Năm,NGÂN HÀNG TMCP KỸ THƯƠNG VIỆT NAM (TECHCOMBANK),Hà Nội,Cạnh tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-gia-hoach-dinh-du-lieu.35C21407.html
Chuyên viên Quản trị dữ liệu - Khối Tài chính,,,1 - 3 Năm,Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,Cạnh tranh,"SQL, Power BI, MySQL, Spark, ETL, Pentaho",Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-quan-tri-du-lieu-khoi-tai-chinh.35C1B94A.html
Cộng tác viên Giám sát an ninh thông tin,,,,Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,Cạnh tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/cong-tac-vien-giam-sat-an-ninh-thong-tin.35C20D49.html
Nhân viên kiểm thử,,,1 - 3 Năm,Công Ty TNHH Phần Mềm DTS Việt Nam,Hà Nội,12 Tr - 25 Tr VND,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kiem-thu.35C1B638.html
Chuyên viên ERP - Chuyển Đổi Số,,,2 - 3 Năm,Công Ty Cổ Phần Xây Dựng Phước Thành,Hồ Chí Minh,20 Tr - 25 Tr VND,"Big Data, Machine Learning, AI, ERP, Business Intelligence",Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-erp-chuyen-doi-so.35C261E5.html
DMS System Admin,,,1 - 3 Năm,CÔNG TY TNHH GLOBAL COMMERCIAL PARTNER,Hồ Chí Minh,11 Tr - 14 Tr VND,"Tableau, Power BI, Excel",Careerviet,https://careerviet.vn/vi/tim-viec-lam/dms-system-admin.35C1FE10.html
Trưởng nhóm Công nghệ thông tin (Web/App),,,,VinWonders,Hà Nội,30 Tr - 50 Tr VND,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/truong-nhom-cong-nghe-thong-tin-web-app.35C1FDCF.html
Trưởng Phòng phát triển CRM,,,,CÔNG TY TNHH FDI FINANCE,Hà Nội,20 Tr - 35 Tr VND,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/truong-phong-phat-trien-crm.35C1FF72.html
Chuyên viên Phát triển ứng dụng Công nghệ thông tin,,,Trên 2 Năm,OCEAN BANK - NGÂN HÀNG THƯƠNG MẠI TNHH MTV ĐẠI DƯƠNG,Hà Nội,Cạnh Tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-phat-trien-ung-dung-cong-nghe-thong-tin.35C1FC6E.html
Business Analyst,,,3 - 7 Năm,Công Ty Cổ Phần Metub Việt Nam,Hà Nội,Cạnh Tranh,"JIRA, Confluence, Agile",Careerviet,https://careerviet.vn/vi/tim-viec-lam/business-analyst.35C1FE22.html
Solution Architect - Hybrid working,,,3 - 5 Năm,CÔNG TY TÀI CHÍNH TNHH NGÂN HÀNG TMCP SÀI GÒN - HÀ NỘI  (SHBFinance),Hà Nội,Cạnh Tranh,"Python, Java, React, NodeJS, AWS, Azure, Angular, CI/CD, Agile, Scrum, Android, iOS, Flutter",Careerviet,https://careerviet.vn/vi/tim-viec-lam/solution-architect-hybrid-working.35C1FC4B.html
Senior Business Analyst,,,3 - 8 Năm,CÔNG TY TNHH CÔNG NGHỆ B2B,Hồ Chí Minh,"800 - 1,000 USD","Data analysis, Analysis, JIRA, Confluence, Agile",Careerviet,https://careerviet.vn/vi/tim-viec-lam/senior-business-analyst.35C1FBB1.html
Senior Business Intelligence Analyst - Corporate Banking - Hà Nội,,,4 - 6 Năm,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Cạnh Tranh,"SQL, Excel, R",Careerviet,https://careerviet.vn/vi/tim-viec-lam/senior-business-intelligence-analyst-corporate-banking-ha-noi.35C1FC5C.html
[CVP] Chuyên gia Phân tích dữ liệu,,,5 - 7 Năm,Công Ty Tài Chính TNHH MB SHINSEI (MCREDIT),Hà Nội,Cạnh Tranh,"Python, SQL, Tableau, Power BI, Excel",Careerviet,https://careerviet.vn/vi/tim-viec-lam/cvp-chuyen-gia-phan-tich-du-lieu.35C1F8FC.html
Chuyên Viên Quản Lý Chương Trình,,,Trên 3 Năm,CÔNG TY CỔ PHẦN TẬP ĐOÀN HÒA PHÁT,Hà Nội,Cạnh Tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-quan-ly-chuong-trinh.35C190F2.html
Fullstack Engineer (senior level)(Mới),,,Trên 5 Năm,Diag,Hồ Chí Minh,60 Tr - 80 Tr VND,"SQL, JavaScript, HTML, CSS, PHP, Laravel, PostgreSQL, MySQL, Git, CI/CD, Kafka, Apache",Careerviet,https://careerviet.vn/vi/tim-viec-lam/fullstack-engineer-senior-level.35C28025.html
[Rey Hotel Hà Nội] -  Trưởng Nhóm Quản Trị Hệ Thống CNTT(Mới),,,2 - 3 Năm,Công Ty Cổ Phần In Holdings,Hà Nội,25 Tr - 30 Tr VND,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/rey-hotel-ha-noi-truong-nhom-quan-tri-he-thong-cntt.35C2800E.html
Chuyên Viên IT Phần Mềm(Mới),,,1 - 3 Năm,Công Ty TNHH May Thêu Giày An Phước,Hồ Chí Minh,15 Tr - 25 Tr VND,"SQL, CSS, React, .NET, Angular, Bootstrap, UI/UX, Swift",Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-it-phan-mem.35C27FD8.html
CHUYÊN VIÊN PHÁT TRIỂN PHẦN MỀM(Mới),,,5 - 10 Năm,HR Vietnam’s ESS Client,Hà Nội,"1,000 - 1,200 USD","Python, Java, PHP, MySQL",Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-phat-trien-phan-mem.35C27FB1.html
PLC Maintenance Senior Staff Engineer(Mới),,,1 - 3 Năm,Công ty TNHH Omron Healthcare Manufacturing Việt Nam,Bình Dương,Cạnh Tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/plc-maintenance-senior-staff-engineer.35C27EDB.html
Senior Solution Consultant(Mới),,,3 - 5 Năm,HR Vietnam’s ESS Client,Hồ Chí Minh,40 Tr - 50 Tr VND,AWS,Careerviet,https://careerviet.vn/vi/tim-viec-lam/senior-solution-consultant.35C27ECA.html
Software Detailed Design Engineer - Business Analyst (Sign-on Bonus)(Mới),,,3 - 5 Năm,Công Ty TNHH Lampart,Hồ Chí Minh,Cạnh Tranh,"Java, SQL, PHP, Agile",Careerviet,https://careerviet.vn/vi/tim-viec-lam/software-detailed-design-engineer-business-analyst-sign-on-bonus.35C27E8A.html
Business Analyst(Mới),,,4 - 7 Năm,Công ty TNHH TMDV Sports Turf Solutions,Hồ Chí Minh,18 Tr - 25 Tr VND,"Power BI, Excel, Data analysis, Analysis",Careerviet,https://careerviet.vn/vi/tim-viec-lam/business-analyst.35C27DE6.html
NHÂN VIÊN KỸ THUẬT - ĐI CA(Mới),,,1 - 3 Năm,Action Composites Hightech Industries,Đồng Nai,Cạnh Tranh,Excel,Careerviet,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ky-thuat-di-ca.35C27E18.html
KTV VẬN HÀNH MÁY - ĐI CA(Mới),,,1 - 3 Năm,Action Composites Hightech Industries,Đồng Nai,Cạnh Tranh,Excel,Careerviet,https://careerviet.vn/vi/tim-viec-lam/ktv-van-hanh-may-di-ca.35C27E17.html
IT MANAGER(Mới),,,5 - 7 Năm,Action Composites Hightech Industries,Đồng Nai,Cạnh Tranh,"SQL, Linux, VMware, SAP",Careerviet,https://careerviet.vn/vi/tim-viec-lam/it-manager.35C27E00.html
Trưởng nhóm Vận hành,,,Trên 3 Năm,CÔNG TY CỔ PHẦN KINH DOANH F88,Hà Nội,Cạnh Tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/truong-nhom-van-hanh.35C22604.html
Quản trị mạng - Network Engineer,,,2 - 4 Năm,Tổng Công ty Cổ phần Công trình Viettel,Hà Nội,20 Tr - 25 Tr VND,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/quan-tri-mang-network-engineer.35C225F8.html
